school,quality_z,game_value_z,market_z,talent_prior_z,solver_rating,power_score,power_rating,rank,conference,abbreviation,season,week,as_of
Texas A&M,0.5339019781242601,1.1343804317663648,0.0,-0.21394138605391813,1745.0091481031645,0.6186083613844795,1598.9773378215168,24,SEC,TA&M,2025,16,2026-06-19T00:37:11Z
Clemson,0.7233464059166022,0.7069559494299273,0.0,3.3746828240495326,1740.0706558185861,0.6095593130294047,1597.5294900847048,25,ACC,CLEM,2025,16,2026-06-19T00:37:11Z
Iowa,0.6840141928887464,0.7373399394861321,0.0,0.2769407730856635,1767.2362863316557,0.5953674880496391,1595.2587980879423,26,Big Ten,IOWA,2025,16,2026-06-19T00:37:11Z
Washington State,0.7972674830181161,0.4057409965048183,0.0,-0.6164312700135984,1726.67549514168,0.5690075773163112,1591.0412123706099,27,Pac-12,WSU,2025,16,2026-06-19T00:37:11Z
Arizona,1.0215260807235125,-0.06471943976384739,0.0,-0.0025880909507197294,1706.909145895194,0.5680748985154479,1590.8919837624717,28,Big 12,ARIZ,2025,16,2026-06-19T00:37:11Z
UNLV,0.775219240351044,0.4088302561470687,0.0,-0.7673323851489083,1651.9844386563148,0.5572125091360737,1589.1540014617717,29,Mountain West,UNLV,2025,16,2026-06-19T00:37:11Z
BYU,0.2248496459218466,1.4750041698929477,0.0,0.9263707172311971,1718.1783552800914,0.5351527698941813,1585.624443183069,30,Big 12,BYU,2025,16,2026-06-19T00:37:11Z
Virginia,0.4419363782097039,1.0012494291253178,0.0,-0.6131864725391563,1646.0705282872598,0.5291994662129069,1584.6719145940651,31,ACC,UVA,2025,16,2026-06-19T00:37:11Z
Louisville,0.3134736718980576,1.1883891849007793,0.0,0.2728756724536066,1675.3115886298485,0.5070545000506822,1581.1287200081092,32,ACC,LOU,2025,16,2026-06-19T00:37:11Z
UTSA,0.7308887738171976,0.2385513488708704,0.0,1.0529394271122094,1646.5628450832428,0.48489492654765776,1577.5831882476252,33,American Athletic,UTSA,2025,16,2026-06-19T00:37:11Z
Iowa State,0.7618588240312447,0.12479535260118252,0.0,-1.7239484142127706,1560.0950436574756,0.4713314511959905,1575.4130321913585,34,Big 12,ISU,2025,16,2026-06-19T00:37:11Z
USC,0.3451976810697872,0.9921750012658014,0.0,0.1952865387595727,1717.7799199657507,0.4712159362320266,1575.3945497971242,35,Big Ten,USC,2025,16,2026-06-19T00:37:11Z
Kansas State,0.5018807140355734,0.6144618813237591,0.0,-0.2832542337450971,1571.3688641508647,0.45706617899780166,1573.1305886396483,36,Big 12,KSU,2025,16,2026-06-19T00:37:11Z
Duke,0.36502558209434904,0.8313519622770894,0.0,-0.7317114255289132,1637.47555448612,0.4383004392208564,1570.128070275337,37,ACC,DUKE,2025,16,2026-06-19T00:37:11Z
Wake Forest,0.5733517248918149,0.361351673832676,0.0,-0.6996638862996002,1599.8585084200524,0.4283563987279211,1568.5370237964673,38,ACC,WAKE,2025,16,2026-06-19T00:37:11Z
East Carolina,0.6914015754788637,0.06853827782425223,0.0,-0.1362586071523089,1655.9485551253981,0.41542841270993325,1566.4685460335893,39,American Athletic,ECU,2025,16,2026-06-19T00:37:11Z
Texas State,1.2663174589150534,-1.2246430086210403,0.0,0.9036521299660015,1590.1860819768253,0.3890529001026308,1562.248464016421,40,Sun Belt,TXST,2025,16,2026-06-19T00:37:11Z
Navy,0.3584328417850865,0.49451166831113214,0.0,0.18641139544128604,1596.0001947568708,0.34175932172480605,1554.6814914759689,41,American Athletic,NAVY,2025,16,2026-06-19T00:37:11Z
Texas,0.05264370542133502,1.122135449652823,0.0,3.0512057940389052,1682.1980729172892,0.33921006237934,1554.2736099806943,42,SEC,TEX,2025,16,2026-06-19T00:37:11Z
New Mexico,0.5190665748749002,0.04790673034116056,0.0,-1.3291317861350695,1586.535900152316,0.3109039082115581,1549.7446253138494,43,Mountain West,UNM,2025,16,2026-06-19T00:37:11Z
Michigan,0.17790419689200285,0.7319690618827618,0.0,0.1409197681774276,1629.880375041205,0.3036084604124072,1548.5773536659851,44,Big Ten,MICH,2025,16,2026-06-19T00:37:11Z
South Carolina,0.08041509799726657,0.8560566020222862,0.0,0.720534834833656,1599.1131341544142,0.2818649811584576,1545.0983969853532,45,SEC,SC,2025,16,2026-06-19T00:37:11Z
Utah State,0.27989470642176884,0.34529805305438543,0.0,0.01751432489837645,1620.8732386355339,0.25562289832152163,1540.8996637314435,46,Mountain West,USU,2025,16,2026-06-19T00:37:11Z
Alabama,-0.1594166696056164,1.2361471802503239,0.0,1.861859616273133,1691.052935720608,0.24897939374217948,1539.8367029987487,47,SEC,ALA,2025,16,2026-06-19T00:37:11Z
Western Michigan,0.7736057060581194,-0.7542398940248293,0.0,0.7792244221558711,1620.1502289952116,0.23599817079869911,1537.7597073277918,48,Mid-American,WMU,2025,16,2026-06-19T00:37:11Z
Illinois,0.2125076079853791,0.3638298427696282,0.0,0.362573208300073,1530.423221747134,0.22207627504334934,1535.532204006936,49,Big Ten,ILL,2025,16,2026-06-19T00:37:11Z
Florida State,-0.03927280616633702,0.8847165225025658,0.0,-0.638205768242172,1552.0096881471034,0.2211102768739088,1535.3776442998253,50,ACC,FSU,2025,16,2026-06-19T00:37:11Z
NC State,0.04830658049675452,0.6331961473769859,0.0,1.0977671687443709,1584.8638397862564,0.20207728612506126,1532.3323657800097,51,ACC,NCSU,2025,16,2026-06-19T00:37:11Z
TCU,0.23705231384568515,0.16521627172967066,0.0,0.5451135478738331,1548.381173391132,0.18145926462901368,1529.0334823406422,52,Big 12,TCU,2025,16,2026-06-19T00:37:11Z
LSU,-0.21264647689782942,1.098623760446925,0.0,1.8650264715058895,1561.3839677396131,0.180577864174439,1528.8924582679103,53,SEC,LSU,2025,16,2026-06-19T00:37:11Z
Florida,-0.43143107298610367,1.4864818784165406,0.0,0.2022960672747743,1487.7985464495946,0.16190294942136724,1525.9044719074188,54,SEC,FLA,2025,16,2026-06-19T00:37:11Z
Auburn,-0.2640550126571996,1.0988026383456544,0.0,-0.3082172415343555,1590.9555276767335,0.15114169785453577,1524.1826716567257,55,SEC,AUB,2025,16,2026-06-19T00:37:11Z
San Diego State,0.41214863147704356,-0.3915641994305195,0.0,0.39138424060050103,1590.7460992363817,0.12855849545864273,1520.5693592733828,56,Mountain West,SDSU,2025,16,2026-06-19T00:37:11Z
UConn,0.42825867709269794,-0.49271030869994215,0.0,0.17618135245115393,1540.3960206783124,0.1099445862602415,1517.5911338016385,57,FBS Independents,CONN,2025,16,2026-06-19T00:37:11Z
Arizona State,0.15365319917196174,-0.051555048640433865,0.0,1.2633283994586946,1521.8185611168203,0.07393062688595528,1511.8289003017528,58,Big 12,ASU,2025,16,2026-06-19T00:37:11Z
Fresno State,0.4007665026082694,-0.5701057452726204,0.0,-0.8866941657567018,1550.266494384491,0.07286308653825932,1511.6580938461216,59,Mountain West,FRES,2025,16,2026-06-19T00:37:11Z
California,-0.3529514873698646,0.9983072645817495,0.0,-0.5428278875448098,1456.8684410395183,0.0724803764936533,1511.5968602389846,60,ACC,CAL,2025,16,2026-06-19T00:37:11Z
Georgia Tech,-0.07816687655271135,0.39650928532366086,0.0,0.8023226620702667,1546.668048575715,0.06435892167010066,1510.297427467216,61,ACC,GT,2025,16,2026-06-19T00:37:11Z
Miami (OH),0.3433967075226422,-0.563878354658258,0.0,-0.23313168281950145,1539.18383964147,0.04167348606319332,1506.667757770111,62,Mid-American,M-OH,2025,16,2026-06-19T00:37:11Z
Florida International,0.7911426006803609,-1.5140287484851374,0.0,-0.5531334851686093,1602.969200443569,0.03682410065767683,1505.8918561052283,63,Conference USA,FIU,2025,16,2026-06-19T00:37:11Z
Hawai'i,0.30366608540396345,-0.5244363511518972,0.0,-0.5937341708339422,1531.6693160848545,0.029747569353300224,1504.759611096528,64,Mountain West,HAW,2025,16,2026-06-19T00:37:11Z
Ohio,0.718755567179995,-1.405274894031994,0.0,0.1803604184577816,1511.6743703431216,0.025255315405448675,1504.0408504648717,65,Mid-American,OHIO,2025,16,2026-06-19T00:37:11Z
Houston,0.1660134978736461,-0.3061253963717843,0.0,1.0751806228660183,1512.224823179244,0.010915731440313992,1501.7465170304501,66,Big 12,HOU,2025,16,2026-06-19T00:37:11Z
Arkansas,-0.5383507813753158,1.1415669937375106,0.0,-0.061775573506467424,1438.4146479132817,0.005595582347723782,1500.8952931756357,67,SEC,ARK,2025,16,2026-06-19T00:37:11Z
Army,-0.05186166105472567,0.08266217396101208,0.0,-1.3663383108862666,1515.2991573351794,-0.006981619862342619,1498.8829408220251,68,American Athletic,ARMY,2025,16,2026-06-19T00:37:11Z
Kennesaw State,0.47269693598950513,-1.0924420973675335,0.0,-0.9027176068832379,1594.8464193618925,-0.029723297256673886,1495.2442724389323,69,Conference USA,KENN,2025,16,2026-06-19T00:37:11Z
Western Kentucky,0.351746800394241,-0.8637816266005819,0.0,-0.6913893316006424,1535.8132570432404,-0.03612535105898132,1494.219943830563,70,Conference USA,WKU,2025,16,2026-06-19T00:37:11Z
Boston College,-0.16547873048105696,0.21134871689865836,0.0,0.288484066962934,1398.638010877708,-0.03670883176148083,1494.126586918163,71,ACC,BC,2025,16,2026-06-19T00:37:11Z
Stanford,-0.4981423621568219,0.8840556465512667,0.0,-0.8828183261898617,1445.7685042788876,-0.042256889932183045,1493.2388976108507,72,ACC,STAN,2025,16,2026-06-19T00:37:11Z
Michigan State,-0.1985935543044145,0.24078648989962947,0.0,0.3480988575172028,1454.8374498458743,-0.04759523725090023,1492.384762039856,73,Big Ten,MSU,2025,16,2026-06-19T00:37:11Z
Central Michigan,0.3273555451523998,-0.8971588834208079,0.0,-1.4901250841315021,1507.7786003093463,-0.05930648880427691,1490.5109617913156,74,Mid-American,CMU,2025,16,2026-06-19T00:37:11Z
Northwestern,-0.261961453034684,0.30072091011060165,0.0,0.34254718274282886,1501.4833250125973,-0.06743509359498454,1489.2103850248025,75,Big Ten,NU,2025,16,2026-06-19T00:37:11Z
Wisconsin,-0.6339841576485754,0.96269574821253,0.0,-0.025653777431816325,1514.0468534383526,-0.09851302201378365,1484.2379164777947,76,Big Ten,WIS,2025,16,2026-06-19T00:37:11Z
Pittsburgh,-0.5933888189313528,0.81504914319535,0.0,0.5990928896931995,1621.4202577050987,-0.11588877447283757,1481.457796084346,77,ACC,PITT,2025,16,2026-06-19T00:37:11Z
Louisiana Tech,0.20487414449767088,-0.986023177278288,0.0,-0.20800301567244278,1554.091480271856,-0.15402749077750988,1475.3556014755984,78,Conference USA,LT,2025,16,2026-06-19T00:37:11Z
Eastern Michigan,0.20933812755753978,-1.054214123882562,0.0,-1.0441817079275448,1392.3852489331903,-0.17024574546421467,1472.7606807257257,79,Mid-American,EMU,2025,16,2026-06-19T00:37:11Z
Marshall,0.2605237924121612,-1.2303492176419275,0.0,1.1208219892177516,1421.208972374113,-0.1893926285110318,1469.6971794382348,80,Sun Belt,MRSH,2025,16,2026-06-19T00:37:11Z
Air Force,-0.14604437284923547,-0.4133123977620446,0.0,-0.7149025230763512,1446.1632878306557,-0.19758282653358827,1468.386747754626,81,Mountain West,AF,2025,16,2026-06-19T00:37:11Z
Troy,-0.04575648289144893,-0.7144739860558889,0.0,-0.6342505222961307,1502.032449697208,-0.22299715006284276,1464.3204559899452,82,Sun Belt,TROY,2025,16,2026-06-19T00:37:11Z
Kentucky,-1.0313790122984505,1.2740741245103393,0.0,-0.34470491732188385,1455.4440030353846,-0.24069122512980046,1461.4894039792318,83,SEC,UK,2025,16,2026-06-19T00:37:11Z
Minnesota,-0.722361152624344,0.5998091633968875,0.0,0.06735816584315936,1451.3972285643492,-0.24913428152348727,1460.138514956242,84,Big Ten,MINN,2025,16,2026-06-19T00:37:11Z
Cincinnati,-0.544366104407785,0.22198981274301474,0.0,0.6339360834282688,1450.1648071770394,-0.25108976141024203,1459.8256381743613,85,Big 12,CIN,2025,16,2026-06-19T00:37:11Z
Memphis,-0.5840301357581241,0.26828866383157196,0.0,-0.777337156713638,1564.3447522328177,-0.2610892306796538,1458.2257230912553,86,American Athletic,MEM,2025,16,2026-06-19T00:37:11Z
Kansas,-0.7825403745977335,0.6144836063913918,0.0,-0.055783021276612006,1447.992749553155,-0.2796090636646217,1455.2625498136606,87,Big 12,KU,2025,16,2026-06-19T00:37:11Z
Tulsa,-0.09069484761189112,-0.8487719103781467,0.0,0.40819380567721153,1314.1401837644664,-0.28575486874045075,1454.279221001528,88,American Athletic,TLSA,2025,16,2026-06-19T00:37:11Z
North Carolina,-0.7013971404368061,0.3885189244768896,0.0,-0.5878090267266431,1369.4524745383808,-0.2952959325335572,1452.7526507946309,89,ACC,UNC,2025,16,2026-06-19T00:37:11Z
Nevada,-0.30188006295794895,-0.45365191281345507,0.0,-0.08305828641824427,1349.2208792838092,-0.2980713568742791,1452.3085829001154,90,Mountain West,NEV,2025,16,2026-06-19T00:37:11Z
Rutgers,-0.7605667230274,0.44351203474708434,0.0,0.420344620539881,1425.1596257659849,-0.3140885888502532,1449.7458257839594,91,Big Ten,RUTG,2025,16,2026-06-19T00:37:11Z
Virginia Tech,-1.013478419715307,0.8582817488350873,0.0,0.1517629590146203,1396.7161167165712,-0.3449261659428755,1444.81181344914,92,ACC,VT,2025,16,2026-06-19T00:37:11Z
UCF,-0.8348521558939199,0.4013894811143888,0.0,-0.2664764525827282,1360.7740567950386,-0.36829489048403974,1441.0728175225536,93,Big 12,UCF,2025,16,2026-06-19T00:37:11Z
Kent State,-0.029083965194202026,-1.3098505121643373,0.0,-1.7863936496152621,1320.0698937424054,-0.3773907450124136,1439.6174807980137,94,Mid-American,KENT,2025,16,2026-06-19T00:37:11Z
Jacksonville State,-0.08711745112443484,-1.2459047445741587,0.0,0.6285404546709424,1496.7830217380356,-0.39306638869156674,1437.1093778093493,95,Conference USA,JXST,2025,16,2026-06-19T00:37:11Z
Mississippi State,-1.3285057166599195,1.325607606573034,0.0,-0.18060541775737426,1408.5517408321866,-0.39691718863879055,1436.4932498177934,96,SEC,MSST,2025,16,2026-06-19T00:37:11Z
Akron,0.35585287720817066,-2.184126585045379,0.0,-0.7729855526826014,1336.5633440328675,-0.3973698928596827,1436.4208171424507,97,Mid-American,AKR,2025,16,2026-06-19T00:37:11Z
Arkansas State,-0.11196652780575075,-1.380954404613649,0.0,-0.11816515971364351,1406.9490848084588,-0.44450888728270216,1428.8785780347675,98,Sun Belt,ARST,2025,16,2026-06-19T00:37:11Z
Middle Tennessee,0.1958714160184893,-2.028134557181176,0.0,0.5574754526245972,1338.0087597491063,-0.4461700098389008,1428.612798425776,99,Conference USA,MTSU,2025,16,2026-06-19T00:37:11Z
West Virginia,-0.9908313619748133,0.3951459855786817,0.0,-0.5451946523013531,1316.8679022830613,-0.4594762954524707,1426.4837927276046,100,Big 12,WVU,2025,16,2026-06-19T00:37:11Z
Delaware,0.03277496185172711,-1.814506800521674,0.0,0.0,1337.4952157440061,-0.48088487708531485,1423.0584196663497,101,Conference USA,DEL,2025,16,2026-06-19T00:37:11Z
Liberty,-0.2660359073848636,-1.2265171865422615,0.0,0.9917433291041262,1487.2977126532562,-0.49034628994833723,1421.544593608266,102,Conference USA,LIB,2025,16,2026-06-19T00:37:11Z
Oklahoma State,-0.8801798208861333,0.05157368293948347,0.0,-0.28822878264758983,1247.7177384707486,-0.4906256933248088,1421.4998890680306,103,Big 12,OKST,2025,16,2026-06-19T00:37:11Z
Missouri State,-0.23170313358298694,-1.3033538656570696,0.0,0.0,1465.6530871899022,-0.49181414600375895,1421.3097366393986,104,Conference USA,MOST,2025,16,2026-06-19T00:37:11Z
Louisiana,-0.2055234632411575,-1.4592358633818123,0.0,-0.022118387712802542,1428.3098222202361,-0.5197259031145558,1416.843855501671,105,Sun Belt,UL,2025,16,2026-06-19T00:37:11Z
Bowling Green,0.14799610628941048,-2.2550933744597867,0.0,-1.2493087647157342,1336.9828443643887,-0.5361293834807258,1414.219298643084,106,Mid-American,BGSU,2025,16,2026-06-19T00:37:11Z
Nebraska,-1.0387798007928672,0.21141129896319028,0.0,0.4192942960977717,1406.3068204653453,-0.537574453307404,1413.9880874708153,107,Big Ten,NEB,2025,16,2026-06-19T00:37:11Z
Baylor,-0.8844399347593468,-0.1934095713229922,0.0,0.9245116166561166,1390.0547715426947,-0.5605331304149579,1410.3146991336068,108,Big 12,BAY,2025,16,2026-06-19T00:37:11Z
South Alabama,-0.3485314149100699,-1.3780075514510348,0.0,-0.6422122374655529,1371.6438604605316,-0.5793794452864144,1407.2992887541736,109,Sun Belt,USA,2025,16,2026-06-19T00:37:11Z
Georgia Southern,-0.401163712045839,-1.2942268184304377,0.0,0.7122953894377583,1351.896577520999,-0.5864950330501606,1406.1607947119744,110,Sun Belt,GASO,2025,16,2026-06-19T00:37:11Z
Maryland,-1.0610830868771286,0.05585153277196899,0.0,-0.8690251952034355,1263.669609404298,-0.5932049302233339,1405.0872111642666,111,Big Ten,MD,2025,16,2026-06-19T00:37:11Z
Florida Atlantic,-0.8977231866751865,-0.34386735043726596,0.0,-0.985716692198746,1314.481248978973,-0.6095851593655693,1402.4663745015089,112,American Athletic,FAU,2025,16,2026-06-19T00:37:11Z
Oregon State,-0.8736674147110461,-0.412199167772365,0.0,-0.11365536337122557,1302.0111758134344,-0.6146053137950871,1401.663149792786,113,Pac-12,ORST,2025,16,2026-06-19T00:37:11Z
UCLA,-1.5101434479686993,0.8544519254465209,0.0,-0.5095087566263428,1298.0537784637088,-0.6308436422251337,1399.0650172439787,114,Big Ten,UCLA,2025,16,2026-06-19T00:37:11Z
Colorado,-1.0989881314678063,-0.05811041679681816,0.0,-0.6830655423760316,1248.365799504156,-0.6463285130565962,1396.5874379109446,115,Big 12,COLO,2025,16,2026-06-19T00:37:11Z
Northern Illinois,-0.5579383032684044,-1.2053318104050434,0.0,-0.2841217704263566,1303.834855176993,-0.6519331753764386,1395.6906919397697,116,Mid-American,NIU,2025,16,2026-06-19T00:37:11Z
Wyoming,-0.7718209603062521,-0.8515085305769884,0.0,0.16779426372821152,1295.9078590952286,-0.6771691680857355,1391.6529331062823,117,Mountain West,WYO,2025,16,2026-06-19T00:37:11Z
App State,-0.6837396872230753,-1.0874017631481594,0.0,-1.0203465575335686,1324.1587399259397,-0.6916108633555385,1389.342261863114,118,Sun Belt,APP,2025,16,2026-06-19T00:37:11Z
UAB,-0.9298035698673498,-0.6063684140494836,0.0,0.1841790663787645,1286.485248644759,-0.7002730386690645,1387.9563138129497,119,American Athletic,UAB,2025,16,2026-06-19T00:37:11Z
UL Monroe,-0.5116474545368521,-1.5450644116896481,0.0,-0.09474228075517226,1220.0357341623449,-0.7189393383520932,1384.969705863665,120,Sun Belt,ULM,2025,16,2026-06-19T00:37:11Z
Colorado State,-1.2469779171639943,-0.1054041396046322,0.0,-0.29634294441999715,1224.0498632777699,-0.7442320811902168,1380.9228670095654,121,Mountain West,CSU,2025,16,2026-06-19T00:37:11Z
Southern Miss,-0.7042253006627117,-1.2477300765975707,0.0,-0.5413647601322216,1386.5758699474518,-0.7475119853403018,1380.3980823455518,122,Sun Belt,USM,2025,16,2026-06-19T00:37:11Z
Georgia State,-0.8564176772938756,-0.9555410559868455,0.0,0.07777270157268641,1247.6635413536383,-0.7543384271851825,1379.3058516503709,123,Sun Belt,GAST,2025,16,2026-06-19T00:37:11Z
Temple,-1.3334637765371509,-0.031496521189865116,0.0,0.5748127619975223,1356.1160856191595,-0.7734833000495391,1376.2426719920738,124,American Athletic,TEM,2025,16,2026-06-19T00:37:11Z
New Mexico State,-0.6595243854578003,-1.4704315545959545,0.0,-0.5918049926595097,1284.441744663449,-0.783201760598432,1374.687718304251,125,Conference USA,NMSU,2025,16,2026-06-19T00:37:11Z
Buffalo,-0.6764994955871313,-1.5258733029492833,0.0,-0.06231948257387539,1331.7494627175606,-0.808205529279618,1370.687115315261,126,Mid-American,BUF,2025,16,2026-06-19T00:37:11Z
San José State,-1.1332228016588581,-0.8819081520447521,0.0,-0.07926878892719678,1168.121102937609,-0.8928231357154113,1357.148298285534,127,Mountain West,SJSU,2025,16,2026-06-19T00:37:11Z
Purdue,-2.0645847096055503,0.8985010390249244,0.0,-0.1463497864270742,1246.7825535756635,-0.9367137349155592,1350.1258024135104,128,Big Ten,PUR,2025,16,2026-06-19T00:37:11Z
Charlotte,-2.024873935772445,0.23090758477398132,0.0,-0.907493604890718,1165.5383600727166,-1.0977809723132141,1324.3550444298858,129,American Athletic,CLT,2025,16,2026-06-19T00:37:11Z
Ball State,-1.5708090799250325,-0.741079934677342,0.0,-1.5668968819169513,1236.1409724883267,-1.1050196663838725,1323.1968533785803,130,Mid-American,BALL,2025,16,2026-06-19T00:37:11Z
Rice,-1.7763077632166957,-0.31519836602064566,0.0,0.18321903872674195,1171.2681932708308,-1.1056034462098052,1323.1034486064311,131,American Athletic,RICE,2025,16,2026-06-19T00:37:11Z
Syracuse,-2.0494771880340954,0.20706518298849094,0.0,-0.7574376520729909,1138.7351598254534,-1.1184579712099214,1321.0467246064127,132,ACC,SYR,2025,16,2026-06-19T00:37:11Z
UTEP,-1.0457684468413782,-1.912962869148438,0.0,0.527557682250257,1207.7267196498922,-1.126597772396713,1319.744356416526,133,Conference USA,UTEP,2025,16,2026-06-19T00:37:11Z
Coastal Carolina,-1.5951295473890763,-0.8555818267334647,0.0,0.766835287416322,1206.348785999877,-1.1505004896218687,1315.9199216605011,134,Sun Belt,CCU,2025,16,2026-06-19T00:37:11Z
Sam Houston,-1.2714190281722686,-2.0717240997567834,0.0,0.6021298689406843,1116.5668030932225,-1.2997399560847058,1292.041607026447,135,Conference USA,SHSU,2025,16,2026-06-19T00:37:11Z
Massachusetts,-2.056465917674662,-2.4617357767970725,0.0,0.11792077262120818,858.9428551639065,-1.8574068219815936,1202.8149084829452,136,Mid-American,MASS,2025,16,2026-06-19T00:37:11Z
