school,record,schedule,results,elite_wins,playoff_raw,record_z,schedule_z,results_z,elite_wins_z,playoff_z,wins,losses,poll_score,poll_rating,rank,solver_rating,conference,abbreviation,season,week,as_of
LSU,1.0,1686.283001548202,2.1475714849116323,22.680796134534,0.0,2.2113753600428314,2.0745812013774145,2.07918756295476,6.971023489972924,0.0,14,0,2.506313761619519,1901.010201859123,1,2195.689399311837,SEC,LSU,2019,17,2026-06-21T03:41:18Z
Ohio State,0.8821428571428571,1631.1266846718172,2.318501132666813,16.37124329131129,0.0,1.9030087122049797,1.3891877461192583,2.2792584338688426,4.9060677576569525,0.0,13,1,2.034275079520027,1825.4840127232044,2,2150.374809723897,Big Ten,OSU,2019,17,2026-06-21T03:41:18Z
Georgia,0.7461538461538461,1658.8785446456848,1.596222878794791,12.541223427497648,0.0,1.5472010416228428,1.7340429553595518,1.433841379587816,3.6525999336793564,0.0,11,2,1.6392476428172265,1762.2796228507564,3,1906.2806238303046,SEC,UGA,2019,17,2026-06-21T03:41:18Z
Auburn,0.45,1731.5563171047652,2.0704909434872443,6.971962015567692,0.0,0.7723310034661898,2.6371647083554004,1.988965818185272,1.8299227070857593,0.0,8,4,1.514523272095869,1742.323723535339,4,1819.1824254567055,SEC,AUB,2019,17,2026-06-21T03:41:18Z
Wisconsin,0.5285714285714286,1643.3996780933726,2.133095458158593,6.377473790969424,0.0,0.9779087686914245,1.541696648887601,2.0622435668844914,1.6353618724781005,0.0,10,4,1.3173186608142549,1710.7709857302807,5,1885.0849273508084,Big Ten,WIS,2019,17,2026-06-21T03:41:18Z
Clemson,0.8821428571428571,1571.3621814969094,1.8051060954986586,7.319667649504941,0.0,1.9030087122049797,0.6465312082536014,1.6783363963044884,1.9437178934956023,0.0,13,1,1.3119403711915485,1709.9104593906477,6,2123.5796908000916,ACC,CLEM,2019,17,2026-06-21T03:41:18Z
Penn State,0.725,1595.7305462682868,1.5204645702061197,5.991544257696282,0.0,1.4918531817545106,0.9493418141009329,1.3451672907017123,1.509056978644236,0.0,10,2,1.130845153136982,1680.9352245019172,7,1836.0257537396483,Big Ten,PSU,2019,17,2026-06-21T03:41:18Z
Oklahoma,0.7461538461538461,1600.8250626361237,1.4997989966902163,5.402358018070038,0.0,1.5472010416228428,1.0126482198576217,1.320978512771346,1.3162313485007717,0.0,11,2,1.126362111045847,1680.2179377673356,8,1756.191535824195,Big 12,OU,2019,17,2026-06-21T03:41:18Z
Alabama,0.725,1593.4122151288009,1.8130048205761375,4.175100209616819,0.0,1.4918531817545106,0.9205333460937956,1.6875817485655868,0.9145811666947641,0.0,10,2,1.1234601463898155,1679.7536234223705,9,2005.5932450776647,SEC,ALA,2019,17,2026-06-21T03:41:18Z
Oregon,0.7461538461538461,1561.0021337466012,1.6843008977341392,6.494931151460263,0.0,1.5472010416228428,0.5177932988653221,1.536935524980439,1.673802671037825,0.0,11,2,1.119383696512911,1679.1013914420657,10,1846.2203048011825,Pac-12,ORE,2019,17,2026-06-21T03:41:18Z
