school,sor,performance,fbs_games,fcs_games,best_win,best_win_value,worst_loss,worst_loss_value,playoff_bonus,resume_z,solver_rating,benchmark_rating,preseason_z,preseason_share,h2h_adjustment,wins,losses,poll_score,poll_rating,rank,conference,abbreviation,season,week,as_of,check_flags
Arizona,-2.1291047433732135,-6.909991963861112,12,1,Arizona State,0.18261091954891062,Houston,-0.8275611608183897,0.0,0.6665848348179834,1879.835466238901,2022.305378670481,0.0,0.0,0.0,9,4,0.6665848348179834,1606.6535735708774,36,Big 12,ARIZ,2025,17,2026-09-23T04:15:32Z,
Pittsburgh,-2.3042916219087584,-7.748550922376631,12,1,Florida State,0.25879567566821626,West Virginia,-0.9261531572569347,0.0,0.6051699145533809,1844.209735535883,2022.305378670481,0.0,0.0,0.05594485837553753,8,5,0.6611147729289184,1605.778363668627,37,ACC,PITT,2025,17,2026-09-23T04:15:32Z,
Missouri,-2.261287588353985,-6.5221144684577,12,1,Auburn,0.247854489356913,Virginia,-0.7449209486686216,0.0,0.6378030214306976,1868.1622610246834,2022.305378670481,0.0,0.0,0.0,8,5,0.6378030214306976,1602.0484834289116,38,SEC,MIZ,2025,17,2026-09-23T04:15:32Z,
Georgia Tech,-1.7977534005415152,-10.539278983425643,12,1,Duke,0.212751801024487,Pittsburgh,-0.7847912899649632,0.0,0.6930261346648219,1792.150823739576,2022.305378670481,0.0,0.0,-0.07295277281734402,9,4,0.6200733618474779,1599.2117378955963,39,ACC,GT,2025,17,2026-09-23T04:15:32Z,
Arizona State,-2.320649160439735,-13.180250969424439,12,1,Texas Tech,0.6887299826622286,Houston,-0.8758924407682945,0.0,0.507340698279643,1748.6735224846434,2022.305378670481,0.0,0.0,0.09423511063569479,8,5,0.6015758089153378,1596.252129426454,40,Big 12,ASU,2025,17,2026-09-23T04:15:32Z,
Tennessee,-2.3999741704638318,-7.037437272675714,12,1,Florida,0.19832292094468018,Illinois,-0.7028986253524449,0.0,0.5917389659353527,1863.1622997052395,2022.305378670481,0.0,0.0,0.0,8,5,0.5917389659353527,1594.6782345496565,41,SEC,TENN,2025,17,2026-09-23T04:15:32Z,
East Carolina,-2.5685644998309423,-10.998505097452952,12,1,Pittsburgh,0.24955587526914202,UTSA,-0.8572252819255001,0.0,0.4783767505082089,1769.3926329607696,2022.305378670481,0.0,0.0,0.07242065919309687,9,4,0.5507974097013058,1588.127585552209,42,American Athletic,ECU,2025,17,2026-09-23T04:15:32Z,
Minnesota,-2.0054291591640436,-15.255212572132077,12,1,Wisconsin,0.1285974100628947,California,-0.9212752299652455,0.0,0.5561943212833842,1701.3401982155535,2022.305378670481,0.0,0.0,-0.06831307018742289,8,5,0.4878812510959613,1578.061000175354,43,Big Ten,MINN,2025,17,2026-09-23T04:15:32Z,
LSU,-2.768917691405356,-10.394731720851127,12,1,Clemson,0.2449847938309323,Houston,-0.8533683403704273,0.0,0.43502414449884746,1785.9167847418,2022.305378670481,0.0,0.0,0.0,7,6,0.43502414449884746,1569.6038631198155,44,SEC,LSU,2025,17,2026-09-23T04:15:32Z,
Northwestern,-3.108754124690006,-12.262046983663147,12,1,Penn State,0.4664675642019621,Tulane,-0.8377247120159924,0.0,0.31174868468321104,1773.4613743257469,2022.305378670481,0.0,0.0,0.04938484716244179,7,6,0.36113353184565283,1557.7813650953044,45,Big Ten,NU,2025,17,2026-09-23T04:15:32Z,
Duke,-2.983516298475959,-12.076308548571385,13,1,Virginia,0.2550790513313784,UConn,-0.9433194907972302,0.0,0.34853562119296355,1779.4630654218545,2022.305378670481,0.0,0.0,-0.015165388843497996,9,5,0.33337023234946556,1553.3392371759146,46,ACC,DUKE,2025,17,2026-09-23T04:15:32Z,
Nebraska,-3.1536195817783597,-12.662806033915095,12,1,Northwestern,0.15043748310852878,Minnesota,-0.8570952524804211,0.0,0.29282046165822995,1730.3944176051154,2022.305378670481,0.0,0.0,0.018928223024981095,7,6,0.31174868468321104,1549.8797895493137,47,Big Ten,NEB,2025,17,2026-09-23T04:15:32Z,
Rutgers,-3.4370784216380157,-14.365455410752077,11,1,Purdue,0.07550941303240122,Minnesota,-0.8570952524804211,0.0,0.18749952521730992,1711.3822663986168,2022.305378670481,0.0,0.0,0.10301696301303884,5,7,0.29051648823034876,1546.4826381168557,48,Big Ten,RUTG,2025,17,2026-09-23T04:15:32Z,
Western Michigan,-2.974778237566484,-18.177395884471043,13,1,Toledo,0.1309182910577632,Miami (OH),-0.9515832156805021,0.0,0.24592212738759922,1623.6650148558097,2022.305378670481,0.0,0.0,0.018586400316721985,10,4,0.2645085277043212,1542.3213644326913,49,Mid-American,WMU,2025,17,2026-09-23T04:15:32Z,
Kennesaw State,-2.6210275525705176,-22.6125242037537,13,1,Louisiana Tech,0.03153977737542557,Jacksonville State,-0.9709677979532467,0.0,0.2645085277043212,1471.474076979105,2022.305378670481,0.0,0.0,-0.018586400316721985,10,4,0.24592212738759922,1539.347540382016,50,Conference USA,KENN,2025,17,2026-09-23T04:15:32Z,
Fresno State,-3.3607596553671892,-19.721646822846765,12,1,Boise State,0.13266295954248386,Colorado State,-0.983335628256205,0.0,0.11582720751600184,1592.719502563376,2022.305378670481,0.0,0.0,0.11179428003691022,9,4,0.22762148755291206,1536.419438008466,51,Mountain West,FRES,2025,17,2026-09-23T04:15:32Z,
New Mexico,-2.997999830289772,-19.14098480987783,12,1,San Diego State,0.09221550164018644,San José State,-0.9855658285911684,0.0,0.22311690328053654,1608.03058554081,2022.305378670481,0.0,0.0,0.0,9,4,0.22311690328053654,1535.698704524886,52,Mountain West,UNM,2025,17,2026-09-23T04:15:32Z,
Wisconsin,-3.360515090592381,-14.233171975305831,12,0,Washington,0.4099104153702182,Maryland,-0.9388445655476247,0.0,0.2103112520248762,1743.9815460653735,2022.305378670481,0.0,0.0,0.0,4,8,0.2103112520248762,1533.6498003239801,53,Big Ten,WIS,2025,17,2026-09-23T04:15:32Z,
Washington State,-3.765756089559538,-14.783408571530883,12,1,Toledo,0.1309182910577632,Oregon State,-0.9796121272278194,0.0,0.09215053611484278,1731.0655386135272,2022.305378670481,0.0,0.0,0.11390363625416974,7,6,0.20605417236901252,1532.968667579042,54,Pac-12,WSU,2025,17,2026-09-23T04:15:32Z,
Ohio,-2.719102273424239,-19.571557963069303,12,1,UNLV,0.06538917828861901,Ball State,-0.9916448732098753,0.0,0.29051648823034876,1552.0367231940543,2022.305378670481,0.0,0.0,-0.10301696301303884,9,4,0.18749952521730992,1529.9999240347695,55,Mid-American,OHIO,2025,17,2026-09-23T04:15:32Z,
Kansas State,-3.5380852206759683,-12.779244491596735,11,1,TCU,0.1749112266314088,Army,-0.9390894522100988,0.0,0.18769482234255067,1770.8957390997755,2022.305378670481,0.0,0.0,-0.008954188016224968,6,6,0.1787406343263257,1528.598501492212,56,Big 12,KSU,2025,17,2026-09-23T04:15:32Z,
Boise State,-2.9176958599565195,-14.659973616194222,13,1,Utah State,0.07649414953863642,Fresno State,-0.9452418807478935,0.0,0.32174328876993813,1687.389129934776,2022.305378670481,0.0,0.0,-0.1713036614176046,9,5,0.15043962735233352,1524.0703403763735,57,Mountain West,BOIS,2025,17,2026-09-23T04:15:32Z,
San Diego State,-3.135013316525786,-14.608266207860611,12,1,Boise State,0.09421093759027566,Hawai'i,-0.927133184897744,0.0,0.2643432636065033,1683.570187652285,2022.305378670481,0.0,0.0,-0.12345496502167291,9,4,0.14088829858483037,1522.542127773573,58,Mountain West,SDSU,2025,17,2026-09-23T04:15:32Z,
Hawai'i,-3.1818001352332583,-20.12986720811571,12,1,San Diego State,0.09221550164018644,San José State,-0.9855658285911684,0.0,0.1568056435759654,1579.6811065601858,2022.305378670481,0.0,0.0,-0.030005845508672968,9,4,0.12679979806729244,1520.287967690767,59,Mountain West,HAW,2025,17,2026-09-23T04:15:32Z,
Clemson,-3.9023655355507696,-11.012197172535524,12,1,Louisville,0.28841884739669266,Syracuse,-0.9765134284725389,0.0,0.12038503126781165,1809.0451436246929,2022.305378670481,0.0,0.0,0.0,7,6,0.12038503126781165,1519.2616050028498,60,ACC,CLEM,2025,17,2026-09-23T04:15:32Z,
UNLV,-3.3152474164448718,-19.793427205176577,13,1,UCLA,0.06272303158117465,Ohio,-0.9482006173369506,0.0,0.12679979806729244,1592.0586479486014,2022.305378670481,0.0,0.0,-0.014050712028084611,10,4,0.11274908603920783,1518.0398537662732,61,Mountain West,UNLV,2025,17,2026-09-23T04:15:32Z,
Cincinnati,-3.7742269947571447,-14.099811516911192,12,1,Iowa State,0.1623103657995425,Navy,-0.8750914739646427,0.0,0.1016383908964878,1692.802195071163,2022.305378670481,0.0,0.0,0.0,7,6,0.1016383908964878,1516.2621425434381,62,Big 12,CIN,2025,17,2026-09-23T04:15:32Z,
Kentucky,-3.8686727225249085,-15.097086968909332,11,1,Auburn,0.247854489356913,South Carolina,-0.8031776494390831,0.0,0.05914970184977415,1692.67220536292,2022.305378670481,0.0,0.0,0.03756874040390845,5,7,0.0967184422536826,1515.4749507605893,63,SEC,UK,2025,17,2026-09-23T04:15:32Z,
Memphis,-3.859721246108166,-14.634777316458518,12,1,South Florida,0.24694868917223878,UAB,-0.98392987710107,0.0,0.0695038250628307,1660.3391803001052,2022.305378670481,0.0,0.0,0.0,8,5,0.0695038250628307,1511.1206120100528,64,American Athletic,MEM,2025,17,2026-09-23T04:15:32Z,
Toledo,-4.187924326312591,-11.44117504865885,12,1,Miami (OH),0.04841678431949792,Bowling Green,-0.984895734385832,0.0,0.036411860045012956,1747.3063202965986,2022.305378670481,0.0,0.0,0.02692235032466002,8,5,0.06333421036967297,1510.1334736591477,65,Mid-American,TOL,2025,17,2026-09-23T04:15:32Z,
Kansas,-4.37645140473636,-13.986237605222355,11,1,UCF,0.08673935399923727,Cincinnati,-0.9028944170449512,0.0,-0.057938257114087954,1706.398586492195,2022.305378670481,0.0,0.0,0.11311726768495511,5,7,0.05517901057086716,1508.8286416913388,66,Big 12,KU,2025,17,2026-09-23T04:15:32Z,
UConn,-3.5344565507392205,-20.50655329895724,12,1,Duke,0.15524113018693486,Rice,-0.9880810279051758,0.0,0.05573492081587449,1536.24663197228,2022.305378670481,0.0,0.0,-0.008907688623517256,9,4,0.04682723219235724,1507.4923571507773,67,FBS Independents,CONN,2025,17,2026-09-23T04:15:32Z,
Western Kentucky,-3.406609094480197,-22.05815964058054,12,1,Louisiana Tech,0.0457033233569305,Florida International,-0.9818900458468569,0.0,0.06333421036967297,1512.591739907751,2022.305378670481,0.0,0.0,-0.02692235032466002,9,4,0.036411860045012956,1505.825897607202,68,Conference USA,WKU,2025,17,2026-09-23T04:15:32Z,
Florida,-4.216455373701227,-12.298768765326933,11,1,Texas,0.3380756613602115,Kentucky,-0.8635337964444236,0.0,0.014005957550311934,1765.1647281894996,2022.305378670481,0.0,0.0,0.0,4,8,0.014005957550311934,1502.2409532080499,69,SEC,FLA,2025,17,2026-09-23T04:15:32Z,
Auburn,-4.08826556087678,-9.489438214934786,11,1,Arkansas,0.16995308083052074,Kentucky,-0.9029648501106798,0.0,0.0967184422536826,1811.5449576013084,2022.305378670481,0.0,0.0,-0.11709237948291376,5,7,-0.020373937229231157,1496.740170043323,70,SEC,AUB,2025,17,2026-09-23T04:15:32Z,
Florida State,-4.476333904699617,-7.860267298854197,11,1,Alabama,0.37398685294980594,Stanford,-0.9189035841357787,0.0,0.020656260511562198,1820.902891680292,2022.305378670481,0.0,0.0,-0.04491752541390623,5,7,-0.02426126490234403,1496.118197615625,71,ACC,FSU,2025,17,2026-09-23T04:15:32Z,
South Carolina,-4.922730183588743,-12.669040443804027,11,1,Kentucky,0.09703514988932016,Clemson,-0.8192383932242312,0.0,-0.18180301999221524,1763.633646080295,2022.305378670481,0.0,0.0,0.07952363907900531,4,8,-0.10227938091320993,1483.6352990538865,72,SEC,SC,2025,17,2026-09-23T04:15:32Z,
Army,-4.796654635208225,-20.020955340049934,12,1,Kansas State,0.20401605657406208,Tarleton State,-0.9979819272775413,0.0,-0.27446193097396093,1611.000208270239,2022.305378670481,0.0,0.0,0.17125402238830825,7,6,-0.10320790858565268,1483.4867346262956,73,American Athletic,ARMY,2025,17,2026-09-23T04:15:32Z,
Baylor,-4.711996515726449,-16.686784500094188,11,1,SMU,0.3778553747551382,Houston,-0.8758924407682945,0.0,-0.19439680162499942,1662.1222945111808,2022.305378670481,0.0,0.0,0.008954188016224968,5,7,-0.18544261360877445,1470.3291818225962,74,Big 12,BAY,2025,17,2026-09-23T04:15:32Z,
Stanford,-4.785277901437884,-21.07299387220039,12,0,Florida State,0.1918720316483189,North Carolina,-0.9439867565590797,0.0,-0.28950868866062535,1598.4326406856387,2022.305378670481,0.0,0.0,0.09826148417266486,4,8,-0.19124720448796048,1469.4004472819263,75,ACC,STAN,2025,17,2026-09-23T04:15:32Z,
Louisiana Tech,-4.42361005512758,-22.139765148328102,12,1,Missouri State,0.025181789759680107,Delaware,-0.980896500856339,0.0,-0.2108527458115392,1499.5546277119238,2022.305378670481,0.0,0.0,0.0,8,5,-0.2108527458115392,1466.2635606701538,76,Conference USA,LT,2025,17,2026-09-23T04:15:32Z,
Mississippi State,-4.976852169271791,-14.896828739058702,12,1,Arkansas,0.16995308083052074,Wake Forest,-0.8461255725869988,0.0,-0.23464451256602417,1685.1850107685214,2022.305378670481,0.0,0.0,0.0,5,8,-0.23464451256602417,1462.4568779894362,77,SEC,MSST,2025,17,2026-09-23T04:15:32Z,
UCLA,-4.8210089757026395,-19.691406557837315,12,0,Penn State,0.3728555825092166,New Mexico,-0.9401311193388157,0.0,-0.27532508577920667,1616.055918372871,2022.305378670481,0.0,0.0,0.03757046225996746,3,9,-0.2377546235192392,1461.9592602369216,78,Big Ten,UCLA,2025,17,2026-09-23T04:15:32Z,
California,-4.455847975042493,-20.4974684348211,12,1,SMU,0.29228432793209314,Hawai'i,-0.927133184897744,0.0,-0.19124720448796048,1593.2144765203755,2022.305378670481,0.0,0.0,-0.053343958758758636,7,6,-0.24459116324671912,1460.865413880525,79,ACC,CAL,2025,17,2026-09-23T04:15:32Z,
UTSA,-4.409219719123973,-15.818703267389516,12,1,East Carolina,0.14725098244795787,Temple,-0.9545063624878692,0.0,-0.09825145231526919,1701.1684059491147,2022.305378670481,0.0,0.0,-0.17621047865869174,7,6,-0.27446193097396093,1456.0860910441663,80,American Athletic,UTSA,2025,17,2026-09-23T04:15:32Z,
Michigan State,-4.841624439312367,-17.18603499071277,11,1,Maryland,0.07320938420224576,UCLA,-0.9372769684188254,0.0,-0.2377546235192392,1671.4041317494045,2022.305378670481,0.0,0.0,-0.03757046225996746,4,8,-0.27532508577920667,1455.947986275327,81,Big Ten,MSU,2025,17,2026-09-23T04:15:32Z,
UCF,-4.969741615693337,-18.37969152449889,11,1,West Virginia,0.05143162292553294,Kansas,-0.8952713590891017,0.0,-0.2926531224099301,1610.310533291445,2022.305378670481,0.0,0.0,0.0,5,7,-0.2926531224099301,1453.175500414411,82,Big 12,UCF,2025,17,2026-09-23T04:15:32Z,
Texas State,-5.250526652014926,-19.304980005943914,12,1,UTSA,0.14277471807449993,Louisiana,-0.9776807642608785,0.0,-0.38388391336194033,1583.9126722432004,2022.305378670481,0.0,0.0,0.017096502801376534,7,6,-0.3667874105605638,1441.3140143103099,83,Sun Belt,TXST,2025,17,2026-09-23T04:15:32Z,
Central Michigan,-4.886738792901991,-24.999666215594672,12,1,Bowling Green,0.015104265614168,Akron,-0.9869091392371839,0.0,-0.3842735351029138,1448.9526876782581,2022.305378670481,0.0,0.0,0.0,7,6,-0.3842735351029138,1438.5162343835339,84,Mid-American,CMU,2025,17,2026-09-23T04:15:32Z,
Arkansas State,-5.443747310424072,-28.34805385517247,12,1,Texas State,0.052007493632543755,UL Monroe,-0.9914370137939204,0.0,-0.5912784982236501,1407.4780822044638,2022.305378670481,0.0,0.0,0.19784281915314506,7,6,-0.39343567907050503,1437.0502913487192,85,Sun Belt,ARST,2025,17,2026-09-23T04:15:32Z,
Maryland,-5.4361151226984665,-17.605830013664605,11,1,Wisconsin,0.17832120462364653,UCLA,-0.9104054713945742,0.0,-0.4044324744007636,1611.691439938391,2022.305378670481,0.0,0.0,0.0,4,8,-0.4044324744007636,1435.2908040958778,86,Big Ten,MD,2025,17,2026-09-23T04:15:32Z,
West Virginia,-5.249846259623709,-21.040823404003707,11,1,Pittsburgh,0.21520871003503683,Ohio,-0.9378687377333552,0.0,-0.4135631980385634,1582.0132978533172,2022.305378670481,0.0,0.0,0.0,4,8,-0.4135631980385634,1433.8298883138298,87,Big 12,WVU,2025,17,2026-09-23T04:15:32Z,
